车型-列车号,故障情况,处理情况
18A01-18017,工作令号:十八临-2022-12-4 02022-12-21 16:26 十八号线沈梅路站上行18017#车，上行第3节车厢7#门关门速度较慢。,2022-12-21 16：26十八号线沈梅路站上行18017#车，上行第3节车厢（180993车）7#门关门速度较慢，维修人员上车检查发现14：29：59 时有乘客拉拽载有重物的小车从该车该门处上车，小车车轮在上车时撞击该门外门槛，造成外门槛移位与左门页干涉，造成该门阻力大关门速度慢，重新调整外门槛与车门门页之间间隙多次开关门测试正常，故障消除。
18A01-18007,工作令号:十八日-2022-12-25 18007#180371车1门有异响,18007#180371车1门有异响，维修人员上车检查发现180371车1门左门扇承载轮发生异响，用WD-40清洁润滑后异响消失，列车正常
18A01-18036,工作令号:十八日-2023-3-16 2023-3-16-13：33正线报18036#182161车2门开关门缓慢,2023-3-16 13：33正线报18036#182161车2门开关门缓慢。供应商上车检查发现182161车2门开关门阻力大，发现下门槛和右门扇之间无间隙，检查该车门各数据均正常。紧固件无松动，调整下门槛后，开关门正常，列车正常。
18A01-18009,工作令号:十八日-2023-3-24 18009#180491车1门有异响, 18009#180491车1门有异响。维修人员上车查看异响原因为下门槛槽内有异物，清理门槛槽内异物后异响消除，列车正常。
18A01-18009,工作令号:十八临-2023-3-7 02023-03-28 16:39 长江南路站下行18021次18009号车列控报下行尾端第一扇车门开门侧有划痕。,2023-03-28 16:39长江南路站下行18021次18009号车列控报下行尾端第一扇车门开门侧有划痕。经维修人员登车检查确认为180491（TC1）车10号门存在划痕，测量车门尺寸正常，开关门无干涉，对划痕处打磨并重新喷漆后修复划痕，列车正常。
18A01-18032,工作令号:十八日-2023-03-31 18032#181882车报DCU9开门障碍物检测故障,18032# 181882车车报DCU9开门障碍物检测故障。维修人员上车检查发现，181882车9门在开门过程中与车体侧墙固定座干涉，导致开门阻力过大，报开门障碍物检测故障，调整181882车9门右侧门扇高度后故障消除，开关门测试正常，列车正常。
18A01-18004,工作令号:十八日-2023-7-17 18004#180213车报DCU2通讯故障,18004#180213车报DCU2通讯故障，维修人员上车查看HMI故障依然存在，且数码显示窗口无显示（门控器死机），重启DCU2门控器后故障未消失，更换DCU2门控器后，重新上载软件后，故障消除，列车正常。 零部件名称：门控器 旧件序列号：31290200300650001942001662 新件序列号：31290200300650002090900188 供应商名称：康尼
18A01-18007,工作令号:十八日-2022-9-24 16:45正线报18007#180421车逃生门左侧盖板翘起。,16:45正线报18007#180421车逃生门左侧盖板翘起，回库后供应商登车查看，确认为逃生门左侧盖板松动翘起，重新安装紧固盖板，盖板安装正常，列车正常。 逃生门侧面板无序列号
18A01-18008,工作令号:十八日-2022-10-2 18008#180463车6门左门页左下角有划痕。,18008#180463车6门左门页左下角有划痕。维修人员检查发现内藏门车体内侧防寒棉翘起，导致门页干涉留下摩擦痕迹，将防寒棉复原后，并将门页摩擦痕迹使用抹布清洁后，干涉现象消除，列车正常。
18A01-18010,工作令号:十八临-2022-11-1 02022-11-02 08:00 十八号线莲溪路站至北中路上行18010#车，2-1车门处有乘客手指被夹住。,2022-11-02 08:00 十八号线莲溪路站至北中路上行18010#车，2-1车门处有乘客手指被夹住，回库后维修人员和供应商一同上车，下载视频发现当时有乘客使用180562车（2车）1门紧急拉手并在列车到达北中路站后下车，维修人员和供应商检查车门尺寸正常，测试该车门障碍物检测再关门功能正常及关门压力正常，多次进行开关门测试正常，列车正常。
18A01-18018,工作令号:十八临-2022-12-1 02022-12-04 18:40 十八号线航头站上行18018#车，第一节第五扇车门无法关闭。,18018#181031车9门无法关闭，下载故障数据显示：关门过程障碍检测触发达到最大次数。检查车门尺寸正常，车门上部与下部未发现异物，检查发现门关到位开关S4故障，更换门关到位开关S4后多次开关门测试功能正常，列车正常。 S4开关厂家：康尼 型号：M422000058
18A01-18006,工作令号:十八日-2023-2-27 18006#180361车IOR报左侧门关好继电器NB-K121.1故障.,"18006#180361车IOR报左侧门关好继电器NB-K121.1故障,维修人员上车检查门关好继电器NB-K121.1状态正常，接线正常，开关门测试未发现异常，预防性更换继电器NB-K121.1，测试功能正常，列车正常。. 零部件名称：继电器 序列号：无"
18A01-18031,工作令号:十八临-2023-3-2 02023-03-06 07:57 十八号线龙阳路站上行18013次18031号车第五节车厢开门侧和非开门侧第一扇车门严重故障。,2023-03-06 7：57十八号线龙阳路站上行18013次18031号车第五节车厢开门侧和非开门侧第一扇车门严重故障。车辆回库维修人员上车检查发现181852车（mp2）10号车门的控制断路器跳开，进一步检查发现该门的S2限位开关线束有破损，并与车门上导轨穿线的孔壁有放电痕迹，其他接线用摇表测试绝缘趋近无穷大，判断为此处线束接地导致第五节车站台侧和非站台侧（9号门和10号门）车门故障，更换破损线束，并预防性更换10门门控器，多次开关门测试功能正常。 更换部件：门控器 厂家：康尼 型号：MK7900-96B 旧件序列号：31290200300649002052000029 新件序列号：31290200300649002062001271
18A01-18013,工作令号:十八日-2023-5-14 18013#180781车3号门异响,18013#180781车3号门异响。日检人员上车清洁上导轨与门槛槽后异响消除，检查机械结构正常，测试开关门多次正常，列车正常。
18A01-18031,工作令号:十八日-2023-5-17 18031#181811车1门开门时有延迟,18031#181811车1门开门时有延迟。供应商下载门控器数据无故障记录，检查车门尺寸正常，检查门控器插头、端子排接线无松动虚接，检查紧固件防松无错位，多次开关门测试正常，列车正常。 零部件名称：车门 序列号：无
18A01-18016,工作令号:十八日-2023-6-30 18016#180911车2门车内无法用紧急解锁装置开门,18016#180911车2门车内无法用紧急解锁装置开门。维修人员上车检查发现是紧急解锁装置内钢丝绳断裂，更换钢丝绳后功能正常，列车正常。 更换部件名称：钢丝绳 序列号：无
18A01-18018,工作令号:十八日-2022-9-23 18018#181063车6号门紧急解锁指示灯位移,18018#181063车15：21分6号门紧急解锁指示灯位移，维修人员上车检查发现紧急解锁指示灯松动，重新紧固指示灯后部塑料背母后正常，列车正常。 零部件名称：紧急解锁指示灯 零部件序列号：无
18A01-18018,工作令号:十八日-2022-11-14 18018#181031车9门开关门时门上方异响,正线报18018#181031车9门开关门时门上方异响，供应商上车检查，经检查发现右门页内侧承载轮故障，更换承载轮后恢复正常，车辆正常。
18A01-18021,工作令号:十八日-2023-1-5 18021#181211车1门异响,18021#181211车1门异响，检查车门尺寸正常，检查车门紧固件无松动，多次开关门测试正常，无异响。
18A01-18018,工作令号:十八临-2023-1-1 02023-01-25 14:18 十八号线迎春路站上行18018#车，上行端开门侧第三节车厢第三扇车门开关门有异响。,18018#181053车5门开关门异响，检查人员上车查看18018#车VCU故障记录，无车门相关故障记录。对18018#181053（车）车门进行集控开关门测试，发现该车5门（右门页）在关门时有异响。检查车门外观正常，测量车门相关尺寸均正常，检查该车门上导轨有少许积灰，清洁上导轨积灰，检查右侧承载轮，发现承载轮无变形，表面有轻微划痕，预防性更换承载轮，对该车门进行多次开关门测试异响消除，车辆正常。 更换部件为:车门承载轮， 供应商为:南京康尼， 型号为:M328200005
18A01-18001,工作令号:十八日-2023-1-29 180061车1门电解锁无法正常开启车门.,18001#180061车1门旁电解锁无法正常开启车门。供应商上车检查相关接线均正常，判断时使能继电器故障，更换新使能继电器后，电解锁功能正常，列车正常。 使能继电器（MKQ757-110NC)序列号：3129030060015900209 2400379（旧） 3129030060015900219 1800591（新）
18A01-18023,工作令号:十八日-2023-2-5 181353车1门右侧左承载轮划伤,18023#181353车1门右侧左承载轮划伤。供应商上车查看并确认，承载轮有轻微划伤，但没有异响，不影响使用 零部件名称：车门承载轮 零部件序号：无
18A01-18008,工作令号:十八日-2023-4-19 18008#180431车三门开关门延迟,18008#180431车三门开关门延迟，维修人员登车检查发现三门S4间距异常，调节间距后，开关门正常，列车正常。
18A01-18028,工作令号:十八日2023-5-28 181642车7门PHM平台数据无法落地,18028#在车门数据检查时发现181642车7门PHM平台数据无法落地，检查分析时门控器故障，更换门控器后测试正常，列车正常。 门控器序列号（旧件）：31290200300649002042400100 门控器序列号（新件）：31290200300649002080600440
18A01-18009,工作令号:航均-2022-9-6 18009车180541车厢2022年9月4日14：00检修人员发现4门和6门的辅助支撑间隙未达标准范围,2022年9月4日15：00检修人员上18009车180541车厢检查客室车门时，发现4门和6门的辅助支撑间隙未达标准范围，经检修人员调节对应内六角螺丝后，范围在1.5mm-2mm之间，并画上防松标记后，功能正常，列车正常 零部件名称：辅助支撑 旧零部件序列号：无 新零部件序列号：无
18A01-18009,工作令号:航均-2022-9-6 18009车180513车厢2022年9月4日18：00检修人员发现9门门指示灯闪烁,2022年9月4日18：00供应商株机上18009车180513车厢检查9门门指示灯闪烁，发现直流电子转换器（门指示灯专用）失效，经供应商株机更换新的直流电子转换器（门指示灯专用）后，功能正常，列车正常。 供应商：株机 零部件名称：直流电子转换器（门指示灯专用） 新零部件序列号：无 旧零部件序列号：无
18A01-18029,工作令号:航均-2022-9-8 18029车181732车厢2022年9月5日10：00检修人员发现6门的辅助支撑间隙未达到标准范围,2022年9月5日11：00检修人员上18029车181732车厢检查客室车门时，发现6门的辅助支撑间隙未达到标准范围，经检修人员调节对应内六角螺丝后，范围在1.0mm-2.0mm之间，并画上防松标记后，功能正常，列车正常。 零部件名称：辅助支撑 新零部件序列号：无 旧零部件序列号：无
18A01-18021,工作令号:航均-2022-9-15 18021车181233车厢2022年9月9日18：00检修人员发现3门开关门时有异响,2022年9月9日19：00供应商康尼上18021车181233车厢检查3门开关门有异响，发现3门承载轮磨损导致开关门时有异响，经供应商康尼更换新的承载轮后，异响消除，功能正常，列车正常 供应商名称：康尼 零部件名称：承载轮 旧零部件序列号：无 新零部件序列号：无
18A01-18017,工作令号:航均-2022-9-23 18017车180982车厢2022年9月14日14：00检修人员发现7门车门指示灯红灯不亮，黄灯不亮,2022年9月14日15：00供应商株机人员上18017车180982车厢检查7门指示灯不亮，发现为直流电子转换器（门指示灯专用）失效，经供应商株机更换新的直流电子转换器（门指示灯专用）后，功能正常，列车正常。 供应商：株机 零部件名称：直流电子转换器（门指示灯专用） 新零部件序列号：无 旧零部件序列号：无
18A01-18047,工作令号:航均-2022-9-36 18047车182821车厢2022年9月21日9：30检修人员发现10门门红色指示灯不亮,2022年9月21日10：30供应商株机上18047车182821车厢检查10门门红色指示灯不亮，发现直流电子转换器（门指示灯专用）失效，经供应商株机更换新的直流电子转换器（门指示灯专用）后，功能正常，列车正常。 供应商：株机 零部件名称：直流电子转换器（门指示灯专用） 新零部件序列号：无 旧零部件序列号：无
18A01-18039,工作令号:航均-2022-9-41 18039车182291车厢2022年9月24日12：00检修人员发现6门门外指示灯灯罩有裂纹,2022年9月24日13：00供应商株机上18039车182291车厢检查6门门外指示灯发现指示灯灯罩有裂纹，经供应商株机更换新的门指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18027,工作令号:航均-2022-9-40 18027车181593车厢2022年9月24日13：00检修人员发现6门门外指示灯灯罩有裂纹,2022年9月24日14：00供应商株机上18027车181593车厢检查6门门外指示灯，发现指示灯灯罩有裂纹，经供应商株机更换新的门指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18003,工作令号:航均-2022-9-42 18003车180153车厢2022年9月25日14：00检修人员发现8门右门扇形板与螺栓干涉有异响,2022年9月25日15：00供应商康尼上18003车180153车厢检查8门右门扇形板与螺栓干涉异响，发现是扇形板位置有点偏移，经供应商康尼调节扇形板位置并重新打上防松标记后，干涉消除，功能正常，列车正常。 供应商：康尼 零部件名称：扇形板 新零部件序列号：无 旧零部件序列号：无
18A01-18035,工作令号:航均-2022-9-44 18035车182051车厢2022年9月26日15：00检修人员发现1门门外指示灯灯罩有裂纹,2022年9月26日16：00供应商株机上18035车182051车厢检查1门门外指示灯灯罩裂纹，确认需要更换灯罩，经供应商株机更换新的门指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18025,工作令号:航均-2022-9-49 18025车181501车厢2022年9月29日10：00检修人员发现2门门外指示灯灯罩有裂纹,2022年9月29日11：00供应商株机上18025车181501车厢检查2门门外指示灯，发现门外指示灯灯罩表面有裂纹，经供应商株机重新更换门指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18007,工作令号:航均-2022-9-48 18007车180412车厢2022年9月29日14：00检修人员发现4门右门扇形板与螺栓有干涉,2022年9月29日15：00检修人员上18007车180412车厢检查4门右门扇形板干涉，发现是扇形板有位置偏移，经检修人员重新固定后并画上防松标记后，干涉消除，功能正常，列车正常。 零部件名称：扇形板 新零部件序列号：无 旧零部件序列号：无
18A01-18002,工作令号:航均-2022-10-2 18002车180093车厢2022年10月1日10：00检修人员发现2门开关门有异响,2022年10月1日11：00检修人员上18002车180093车厢检查2门开关门有异响，发现右门页左承载轮上有灰尘堆积，检修人员对承载轮清洁处理后，功能正常，列车正常。 零部件名称：承载轮 新零部件序列号：无 旧零部件序列号：无
18A01-18032,工作令号:航均-2022-10-3 18032车181912车厢2022年10月2日10：00检修人员发现5门丝杆固定底座端部边缘有轻微碰伤。,2022年10月2日11：00供应商康尼上18032车181912车厢检查5门丝杆，发现丝杆固定座端部边缘有轻微碰伤，经供应商康尼重新更换新的丝杆固定座后，功能正常，列车正常。 供应商名称：康尼 零部件名称：丝杆固定座 零部件序列号旧：无 零部件序列号新：无
18A01-18037,工作令号:航均-2022-10-9 18037车182203车厢2022年10月6日10：00检修人员发现1门扇形板与螺栓有干涉,2022年10月6日11：00检修人员上18037车182203车厢检查1门扇形板干涉，发现是扇形板位置偏移，经检修人员重新固定后，并画上防松标记后，干涉消除，功能正常，列车正常。 零部件名称：扇形板 新零部件序列号：无 旧零部件序列号：无
18A01-18038,工作令号:航均-2022-10-11 18038车182242车厢2022年10月7日12：00检修人员发现1门车门指示灯（黄色）灯罩上有裂纹,2022年10月7日13：00供应商株机上18038车182242车厢检查1门车门指示灯，发现车门指示灯（黄色）灯罩上有裂纹，经供应商株机更换新的车门指示灯（黄色）后，功能正常，列车正常。 供应商：株机 零部件名称：车门指示灯（黄色） 新零部件序列号：20060020 旧零部件序列号：20050184
18A01-18021,工作令号:航均-2022-10-15 18021车181211车厢2022年10月10日14：00检修人员发现6门车门故障指示灯灯罩有裂纹,2022年10月10日15：00供应商株机上18021车181211车厢检查6门车门指示灯，发现车门故障指示灯灯罩有裂纹，经供应商株机更换新的车门故障指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门故障指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18011,工作令号:航均-2022-10-17 18011车180633车厢2022年10月11日14：00检修人员发现8门车门故障指示灯灯罩有裂纹,2022年10月11日15：00供应商株机上18011车180633车厢检查8门车门指示灯，发现车门故障指示灯灯罩有裂纹，经供应商株机更换新的车门故障指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门故障指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18036,工作令号:航均-2022-10-19 18036车182152车厢2022年10月12日19：00检修人员发现4门左/右两侧手动关门无法触发S1锁到位开关。,2022年10月12日20：00供应商康尼上18036车182152车厢检查4门左/右两侧手动关门无法触发S1锁到位开关，发现是4门左/右螺母副组件扭簧失效，经供应商康尼更换新的左/右螺母副组件后，功能正常，列车正常。 供应商名称：康尼 零部件名称：螺母副组件 零部件序列号旧：20076422R/L 零部件序列号新：21013928R/L
18A01-18048,工作令号:航均-2022-10-21 18048车182863车厢2022年10月14日13：00检修人员发现4门外指示灯灯罩开裂,2022年10月14日14：00供应商株机上18048车182863车厢检查车门，发现4门外指示灯灯罩开裂，经供应商株机重新更换新的指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18023,工作令号:航均-2022-10-25 18023车2022年10月16日10：00检修人员发现181331车厢6门、8门，181353车厢2门、8门，181381车厢7门门外指示灯灯罩开裂,2022年10月16日11：00供应商株机上18023车检查车门，发现181331车厢6门、8门，181353车厢2门、8门，181381车厢7门门外指示灯灯罩开裂，经供应商株机重新更换新的指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18041,工作令号:航均-2022-10-26 18041车182411车厢2022年10月17日13：00检修人员发现6门丝杆固定座表面有划伤,2022年10月17日14：00供应商康尼上18041车182411车厢检查车门，发现6门丝杆固定座表面有划伤，经供应商康尼用砂纸打磨划伤部位无裂纹，表面喷漆处理，功能正常，列车正常 供应商名称：康尼 零部件名称：丝杆固定座 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18034,工作令号:航均-2022-10-28 18034车2022年10月18日14：00检修人员发现182013车厢10门，182023车厢5门，182041车厢4门车门外指示灯灯罩开裂,2022年10月18日15：00供应商株机上18034车检查车门，发现182013车厢10门、182023车厢5门、182041车厢4门车门外指示灯灯罩开裂，经供应商株机重新更换新的指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18043,工作令号:航均-2022-10-34 18043车182572车厢2022年10月21日14：00检修人员发现6门门页上方车门指示灯（黄色）灯罩上有裂纹,2022年10月21日15：00供应商株机上18043车182572车厢检查6门门页上方的车门指示灯，发现车门指示灯（黄色）灯罩上有裂纹，经供应商株机更换新的车门指示灯（黄色）后，功能正常，列车正常。 供应商：株机 零部件名称：车门指示灯（黄色） 新零部件序列号：19060013 旧零部件序列号：20070215
18A01-18022,工作令号:航均-2022-10-37 18022车181293车厢2022年10月23日10：00检修人员发现3门车门外指示灯灯罩开裂,2022年10月23日11：00供应商株机上18022车181293车厢检查车门，发现3门车门外指示灯灯罩开裂，经供应商株机重新更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18027,工作令号:航均-2022-10-40 18027车181582车厢2022年10月25日12：00检修人员发现5门车门故障指示灯灯罩有裂纹,2022年10月25日13：00供应商株机上18027车181582车厢检查车门指示灯，发现5门车门故障指示灯灯罩有裂纹，经供应商株机更换新的车门故障指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门故障指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18027,工作令号:航均-2022-10-40 18027车181582车厢2022年10月25日14：00检修人员发现4门车门指示灯不亮,2022年10月25日15：00供应商兰普上18027车181582车厢检查4门车门指示灯，发现车门指示灯（黄色）和车门指示灯（红色）都不亮，经更换新的车门指示灯（黄色）、车门指示灯（红色）和车门指示灯驱动器后，功能正常，列车正常。 供应商：兰普 零部件名称：车门指示灯（黄色、红色），车门指示灯驱动器 新零部件序列号：无 旧零部件序列号：无
18A01-18035,工作令号:航均-2022-10-44 18035车182073车厢2022年10月27日13：00检修人员发现4门扇形板与螺栓有干涉,2022年10月27日14：00检修人员上18035车182073车厢检查4门扇形板与螺栓有干涉，发现4门扇形板的位置有偏移，经检修人员调整扇形板位置后，功能正常，列车正常。 零部件名称：扇形板 新零部件序列号：无 旧零部件序列号：无
18A01-18025,工作令号:航均-2022-10-47 18025车181462车厢2022年10月30日13：00检修人员发现2门车门外指示灯灯罩有裂纹,2022年10月30日14：00供应商株机上18025车181462车厢检查2门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18001,工作令号:航均-2022-11-1 18001车180011车厢2022年11月1日13：00检修人员发现逃生门下挡板脱胶,2022年11月1日14：00供应商今创上18001车180011车厢检查逃生门，发现逃生门下挡板脱胶，经供应商今创重新打胶固定后，功能正常，列车正常 供应商名称：今创 零部件名称：逃生门下挡板 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18001,工作令号:航均-2022-11-1 18001车180043车厢2022年11月1日12：00检修人员发现9门右门页左侧承载轮划伤严重,2022年11月1日13：00供应商康尼上18001车180043车厢检查9门右门页左侧承载轮，发现9门右门页左侧承载轮划伤严重，经供应商康尼更换新的承载轮后，功能正常，列车正常 供应商名称：康尼 零部件名称：承载轮 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18032,工作令号:航均-2022-11-3 18032车2022年11月2日14：30检修人员发现181871车厢1门、2门、6门、9门、10门，181903车厢3门、7门车门外指示灯灯罩损坏,2022年11月2日15：30供应商株机上18032车检查车门，发现181871车厢1门、2门、6门、9门、10门，181903车厢3门、7门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18009,工作令号:航均-2022-11-6 18009车180541车厢2022年11月4日13：00检修人员发现8门车门外指示灯灯罩有裂纹,2022年11月4日14：00供应商株机上18009车180541车厢检查8门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18029,工作令号:航均-2022-11-8 18029车181691车厢2022年11月5日13：00检修人员发现2门车门外指示灯灯罩损坏,2022年11月5日14：00供应商株机上18029车181691车厢检查车门，发现2门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18037,工作令号:航均-2022-11-9 18037车182182车厢2022年11月5日15：00检修人员发现6门车门外指示灯灯罩有裂纹,2022年11月5日16：00供应商株机上18037车182182车厢检查6门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18005,工作令号:航均-2022-11-10 18005车180301车厢2022年11月6日15：00检修人员发现2门车门外指示灯灯罩损坏,2022年11月6日16：00供应商株机上18005车180301车厢检查车门，发现2门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18038,工作令号:航均-2022-11-11 18038车182272车厢2022年11月6日15：00检修人员发现2门车门外指示灯灯罩有裂纹,2022年11月6日16：30供应商株机上18038车182272车厢检查2门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18028,工作令号:航均-2022-11-12 18028车181642车厢2022年11月7日13：00检修人员发现3门、9门车门外指示灯灯罩损坏,2022年11月7日14：00供应商株机上18028车181642车厢检查车门时，发现3门、9门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18031,工作令号:航均-2022-11-16 18031车181833车厢2022年11月9日13：00检修人员发现6门车门外指示灯灯罩有裂纹,2022年11月9日14：00供应商株机上18031车181833车厢检查6门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18036,工作令号:航均-2022-11-19 18036车182122车厢2022年11月11日13：00检修人员发现8门车门外指示灯灯罩有裂纹,2022年11月11日14：00供应商株机上18036车182122车厢检查8门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18013,工作令号:航均-2022-11-18 18013车2022年11月11日12:30检修人员发现180731车厢2门、180763车厢6门、180781车厢2门车门外指示灯灯罩损坏,2022年11月11日13:30供应商株机上18013车检查车门，发现180731车厢2门、180763车厢6门、180781车厢2门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18048,工作令号:航均-2022-11-21 18048车2022年11月12日13：00检修人员发现182831车厢6门、9门，182881车厢2门、4门车门外指示灯灯罩损坏,2022年11月12日14：00供应商株机上18048车检查车门，发现182831车厢6门、9门，182881车厢2门、4门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18048,工作令号:航均-2022-11-21 18048车182853车厢2022年11月12日14:00检修人员发现9门车门故障灯（红色）脱胶,2022年11月12日15:00供应商兰普上18048车182853车厢检查车门，发现9门车门故障灯（红色）脱胶，经供应商兰普更换新的车门故障灯（红色）后，功能正常，列车正常 供应商名称：兰普 零部件名称：车门故障灯（红色） （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18008,工作令号:航均-2022-11-22 18008车2022年11月13日13:00检修人员发现180472车厢6门车门外指示灯灯罩损坏,2022年11月13日14:00供应商株机上18008车检查车门，发现180472车厢6门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18015,工作令号:航均-2022-11-25 18015车180883车厢2022年11月15日13：00检修人员发现7门车门外指示灯灯罩有裂纹,2022年11月15日13：30供应商株机上18015车180883车厢检查7门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18041,工作令号:航均-2022-11-26 18041车182443车厢2022年11月16日15：00检修人员发现1门车门外指示灯灯罩有裂纹,2022年11月16日16：00供应商株机上18041车182443车厢检查1门车门外指示灯，发现车门外指示灯灯罩有裂纹，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常。 供应商：株机 零部件名称：车门外指示灯灯罩 新零部件序列号：无 旧零部件序列号：无
18A01-18041,工作令号:航均-2022-11-26 18041车182411车厢2022年11月16日22：00检修人员发现2门开关门有异响,2022年11月16日22：50供应商康尼上18041车182411车厢检查车门，发现2门开关门有异响，经供应商康尼清洁左门外侧上方橡胶条并润滑后，异响消除，功能正常，列车正常。 供应商：康尼 零部件名称：车门橡胶条 新零部件序列号：无 旧零部件序列号：无
18A01-18034,工作令号:航均-2022-11-28 18034车182041车厢2022年11月17日13:00检修人员发现6门车门外指示灯灯罩损坏,2022年11月17日14：00供应商株机上18034车182041车厢检查车门，发现6门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
18A01-18047,工作令号:航均-2022-11-36 18047车182821车厢2022年11月22日14：00检修人员发现5门车门外指示灯灯罩损坏,2022年11月22日15：00供应商株机上18047车182821车厢检查车门，发现5门车门外指示灯灯罩损坏，经供应商株机更换新的车门外指示灯灯罩后，功能正常，列车正常 供应商名称：株机 零部件名称：车门外指示灯灯罩 （旧）零部件序列号：无 （新）零部件序列号：无
