车型-列车号,故障情况,处理情况
AC02-0211,工作令号:二日-2023-5-5 2011# 00671 正线报00671收不到速度码，数据显示右门未关闭，所有门关闭,2011# 00671 正线报00671收不到速度码，数据显示右门未关闭，所有门关闭 上车检查00671车81-K09接触器有卡滞现象，更换81-K09接触器1个后正常 （备件由质保提供，为新件，有合格证） 故障单号：北-3001317 北翟日四
AC17B-0285,故障信息登记错误,故障信息登记错误
AC17B-0285,工作令号:二临-2023-5-04 02023-05-06 17:24 二号线龙阳路站上行0285#车，上行方向左侧第8节第1扇车门故障。,列车回库检查发现(024851)车10门处门槽内有异物卡滞，下载故障为door obstruction(车门防夹功能启动)，取出后列车开关门正常，复测车门各尺寸均正常，车况正常，非车辆原因
AC02-0207,工作令号:二日-2023-5-9 0207#00462 5门故障,故障报单号：川-0005786 0207#00462 5门故障。更换小气缸后开关门测试20次，车门正常。 备件名称：解钩小气缸。 备件规格型号： 3A89991792。备件生产厂家：IFE。备件来源：新件 。备件为新件由质保方申通长车提供，坏件交质保方申通长车处理。
AC17A-0260,工作令号:二日-2023-5-9 260# 023521乘客投诉贯通道门无法关闭,260# 023521乘客投诉贯通道门无法关闭 调整贯通道门锁头后，开关门正常。 故障单号：北-3001361 北翟日四
AC08-0234,工作令号:二日-2023-5-14 2034# 021432 1#门无通讯,2034# 021432 1#门无通讯 上车检查为021432 1门EDCU死机，更换EDCU后，开关门10次正常，车况正常 EDCU序列号 新件：951/0743 旧件：21645/2250（服：5849213） （备件由质保提供，为返修件，有返修报告、合格证） 故障单号：北-3001417 北翟日四
AC17A-0254,"工作令号:二日-2023-5-14 023041,7#门车门无通讯。","023041,7#门车门无通讯。龙-0013731 回库检查为EDCU电子门控装置坏，更换EDCU电子门控装置后测试正常，开关门正常。 旧件序列号：13270/1002（服：5850374）。新件序列号：11196/0925 备件为返修件，由返修报告 更换EDCU一个"
AC08-0238,工作令号:二日-2023-5-14 238# 021761 2门车门无通讯,238# 021761 2门车门无通讯 回库下载故障无相关故障代码，检查相关部件功能正常，开关门测试正常，车况正常。 故障单号：北-3001419 北翟日四
AC08-0249,工作令号:二日-2023-5-15 2049# 022623 9门故障，无法锁闭,2049# 022623 9门故障，无法锁闭。 调整车门DCS尺寸：（15）后开关门测试正常，车况正常。 故障单号：北-3001420 北翟日二 闭环 因生产需要领取轴温贴纸70张。
AC17A-0257,"工作令号:二日-2023-5-17 023252,2#门车门故障。","023252,2#门车门故障。龙-0013761 上车检查为EDCU故障，现与1#门互换EDCU并将新件装1#门后开关门测试正常。车况正常。 现2门：12784/0950 1门旧件：10503/0901（服：5855960） 1门新件：10979/0925 备件为返修件由返修报告 更换EDCU一个"
AC02-0207,工作令号:二临-2023-5-34 02023-05-17 09:58 二号线娄山关路站下行0207#车下行第1节第3扇车门故障切除。,0A:2023-05-17 09:58 二号线娄山关路站下行0207#车下行第1节第3扇车门故障切除。（车辆号：00431） 回库上车检查为车门解钩气缸卡滞，更换后，开关门20次正常 。型号：3A89991792 生产厂商：IFE （备件为新件，有合格证） 故障单号：北-3001450 北翟日四
AC17B-0277,工作令号:二日-2023-5-18 2077# 024542 024552 车门网络故障,2077# 024542 024552 车门网络故障 上车检查024542车与024552车10门外其他都亮红灯的CAM网络故障，经过检查024542车10门CAM网络插头连接器内7号针脚断针，引发网络车门无通讯，更换024542车10门EDCU连接器插头针脚后，故障消失，开关门正常，车况正常 故障单号：北-3001466 北翟日四
AC17A-0260,工作令号:二日-2023-5-18 260#023521 通道门故障,260#023521 通道门故障 故障号：川-0005865 锁扣板背面垫片调整，调整后来回开关门正常
AC17A-0266,工作令号:二日-2023-5-18 266#023931 司机通道门故障,266#023931 司机通道门故障 故障号：川-0005866 调整门壁里面感应器螺丝，螺丝缝隙跟过道门1MM缝隙，调整后正常
AC17A-0264,工作令号:二日-2023-5-21 2064# 023812 5门故障,2064# 023812 5门故障 回库上车检查023812车5门EDCU司机，更换023812车5门EDCU后开关门正常，车况正常。 EDCU序列号 新件：14826/1020 旧件：12526/0942（服：5880319） （备件由质保提供，为返修件，有返修报告、合格证） 故障单号：北-3001498 北翟日四
02A05-02110,工作令号:二日-2023-5-22 027451，7#门车门故障。,027451，7#门车门故障。龙-0013806 上车下载数据显示开门过程中的障碍检测触发指定次数，检测线束插头正常，手动开关门正常，下载视频监控发现为乘客背包在开门时卡住导致开门未开到位，现多次开关门正常，列车正常。非车辆原因。
AC02-0207,工作令号:二临-2023-5-48 02023-05-22 23:34 二号线张江高科站上行0207#车，第6节第4扇车门故障。,"00453车4门车门故障 流水号：龙-0013808 列车回库检查发现00453车4门右侧钢丝绳传动轮磨损并产生沟槽，引起钢丝绳与传动轮间运动阻力过大，造成车门在关门后无法关闭到位，导致列车清客，使用""关门旁路""81-S10动车。检修人员更换钢丝绳传动轮，并调整车门切除行程开关尺寸后，开关门试验正常。 型号：13140230 厂商：康尼 备件为新件"
AC02-0204,工作令号:二日-2023-5-26 0204#00251 6门故障,故障报单号：川-0005930 0204#00251 6门故障。更换大气缸后，开关测试20次。车况正常。备件名称：气缸（不带电磁阀）。 备件规格型号： SPC./9715 3PE。备件来源：新件 。备件为新件由质保方申通长车提供，坏件交质保方申通长车处理。
AC17B-0272,工作令号:二日2023-5-29 024352#车门故障,"024352,9#车门故障 龙-0013884 更换EDCU后正常 零部件名称EDCU 旧件序列号：20354/1909（服：5878887） 新件序列号：14134/1012 备件有返修报告更换EDCU一个"
AC08-0233,工作令号:二日-2023-5-30 233# 021343 乘客投诉10门处紧急拉手丢失,233# 021343 乘客投诉10门处紧急拉手丢失 补上10门处紧急拉手铅封后正常。 故障单号：北-3001582 北翟日四 备注：任务说明栏填写错误，应为233# 021343 乘客投诉10门处紧急拉手丢失
AC17B-0274,工作令号:二日-2023-5-30 274# 024411 通道门关好显示打开,274# 024411 通道门关好显示打开 上车调整通道门限位开关后正常，搭接量5MM。 故障单号：北-3001583 北翟日四
02A05-02113,工作令号:二日-2023-5-30 2113# 027761 司机报通道门打开,2113# 027761 司机报通道门打开 上车检查通道门紧急解锁装置有异物卡滞，取出异物并检查锁搭接量正常，解锁数次均正常 故障单号：北-3001587 北翟日四
AC17A-0264,工作令号:二临-2023-6-4 02023-06-02 07:18 二号线浦东国际机场站下行0264#车第5节第3扇车门显示红色。,列车回库下载故障为door motor circuit failure（车门电机电路故障），更换023812 5门车门电机，开关门20次正常，车况正常。 型号：12.2315.0301 生产厂商：上海法维莱交通车辆设备有限公司/SFRT 备件为新件
AC08-0234,"工作令号:二日-2023-6-3 021402,2#门车门故障。","021402,2#门车门故障。龙-0013920 回库检查面板无故障显示，下载MPU及EDCU均无故障记录，现预防性5#门更换EDCU，将5#门EDCU更换至2#门，开关门测试均正常，车况正常。 现021402 2门：21513/2247 021402 5门新件：442/0728 021402 5门旧件：265/0804（服：5891148） 备件为返修件有返修报告 更换EDCU一个"
AC08-0246,工作令号:二日-2023-6-7 246#022331 3门无通讯,故障报单号：2000014 246#022331 3门无通讯，回库下载故障为车门无通讯，更换EDCU后开关门多次测试正常。车况正常。 备件名称：电子门控装置。 备件规格型号： 12.2305.7301。备件生产厂家：浦镇/SATCO（法维莱）。备件来源：返修件 。备件为返修件由质保方申通长客提供，坏件交质保方申通长客处理。 新件：21831/2301 旧件：467/0728（服：5897167）
AC17A-0268,工作令号:二日-2023-6-7 2068# 024161 正线投诉科技馆下行进站上行司机室通道门弹开,2068# 024161 正线投诉科技馆下行进站上行司机室通道门弹开 回库检查024161司机室通道门门框无变形，门锁正常，测量搭接量大于6mm，开关门数次正常 故障单号：北-3001664 北翟日四
AC02-0214,工作令号:二日-2023-6-19 0214#01642 5门车门故障,故障报单号：2000079 0214#01642 5门车门故障。回库检查车门门沟槽内有异物，消除异物后，开关门20次正常。
AC08-0243,工作令号:二日-2023-6-19 243#多扇门紧急解锁缺铅封。,243#多扇门紧急解锁缺铅封。龙-0014057 回库补齐铅封后正常。（材料之前已领）
02A05-02110,工作令号:二日-2023-6-26 2110# 027521 正线报司机室侧门关不上,2110# 027521 正线报司机室侧门关不上 回库上车检查司机室侧门正常，开关门5次正常 故障单号：北-3001845 北翟日四
02A05-02105,工作令号:二临-2023-6-55 02023-06-27 18:04 二号线华夏东路站上行02105#车，上行第4节车厢第5扇右侧车门无法关闭。,02023-06-27 18:04 二号线华夏东路站上行02105#车，上行第4节车厢第5扇右侧车门故障。龙-0014113 回库读取027093车10#门车门门控器数据为紧急解锁事件，恢复紧急解锁装置后检查车门各尺寸均正常，开关门多次均正常，调取监控发现为乘客拉动紧急解锁手柄导致，非车辆原因。
AC17A-0262,工作令号:二日-2023-6-27 0262#023652 7门无通讯。,0262#023652 7门无通讯。 更换023652 7门EDCU后开关门正常，车况正常。 （新件旧件厂方处理。备件为返修件，有合格证。） 故障单号：2001457 北翟日二闭环 EDCU 车门门控器 旧件：13760/1005(服：5938955) 新件：14791/1020
AC17B-0271,工作令号:二临-2023-6-62 02023-06-30 05:09 二号线徐泾东站折返线0271#车，下行端司机室通道门锁闭状态下司机室面板显示打开状态。,回库检查为024291司机室通道门接近开关坏，更换后多次开关门正常 测试正常 生产厂商：法维莱 型号：84.7268.1301 备件为新件
AC17A-0259,工作令号:二日-2023-6-30 259#023371 3门测试EDCU,259#023371 3门测试EDCU。测试正常，备件为返修件，车况正常。 故障单：2000148 装上：10770 0914 拆下：10816 0914 作为备件使用
AC17A-0254,工作令号:二日-2023-7-4 0254#022971通道门门锁坏,川沙基地 故障报单号：2000627 0254#022971通道门门锁坏。更换通道门门锁后正常。锁舌量为5毫米。 备件名称：通道门门锁总成。 备件规格型号： 6278687810。备件生产厂家：今创集团有限公司。备件来源：新件 。备件为新件由质保方申通长车提供，坏件交质保方申通长车处理。
AC17B-0271,工作令号:二日-2023-7-4 0271# 024933 7门有个灯不亮,0271# 024933 7门有个灯不亮 回库上车检查，下载故障记录无相关故障记录，024933 7门门控故障显示灯正常，开关门测试多次均正常，预防性将024933 7门EDCU与024942 7门EDCU互换，开关门测试正常。 现024933 7门EDCU序列号：20390/1801 现024942 7门EDCU序列号：20137/1745 故障单号：2001537 北翟日四
AC17A-0268,工作令号:二日-2023-7-4 268#024091 下行副台门锁坏,268#024091 副台门锁坏。龙-0014166 更换门锁后正常。 备件由申北提供（拆车件)
AC17B-0281,工作令号:二日-2023-7-8 0281#024691 3门测试EDCU,川沙基地 故障报单号：2000572 0281#024691 3门测试EDCU。测试正常。备件为返修件。车况正常。 装上10696/0914 拆下20846/1932
AC17B-0285,工作令号:二日-2023-7-9 285# 025513 正线投诉紧急拉手盖板打,285# 025513 正线投诉紧急拉手盖板打 回库检查025513#紧急拉手盖板正常 流水号：2001605 北翟日四
02A05-02086,工作令号:二日-2023-7-12 2086#025531 司机室通道门锁坏,2086#025531 司机室通道门锁坏 流水号：川-2000658 上车调整锁舌后正常，多次开关门测试正常，车况正常。
AC02-0207,工作令号:二日-2023-7-13 0207#00462车门故障,故障报单号：川-2000668 0207#00462车门故障。回库检查为车门小气缸坏。更换后开关门多次车门正常。 备件名称：解钩小气缸。 备件规格型号： 3A89991792。备件生产厂家：IFE。备件来源：新件 。备件为新件由质保方申通长车提供，坏件交质保方申通长车处理。
AC02-0206,工作令号:二日-2023-7-14 2006# 00371 1门无法一次开启，要按二次才能开启,2006# 00371 1门无法一次开启，要按二次才能开启 上车检查00371车1门解钩有卡滞，重新调整后开关门正常 流水号：2001654 北翟日四
AC17B-0274,"工作令号:二日-2023-7-20 025073,025082车门无通讯。","025073,025082车门无通讯。龙-2001745 下载故障为车门无通讯，进一步检查发现7车RIOM3网络接口底座断裂，更换7车RIOM后故障消失车况正常。 现按技术要求预防性互换4车6车RIOM后车况正常。 7车RIOM旧件序列号：6952/1634.新件序列号：1596/0903 4车旧件序列号：6985/1725，新件序列号：5381/1052 6车旧件序列号：5381/1052.新件序列号：6985/1725 更换RIOM一个，备件为返修件有返修报告"
AC02-0214,工作令号:二临-2023-7-31 02023-07-21 18:54 二号线陆家嘴站下行0214#车，下行方向第3节第3扇车门故障。,"02023-07-21 18:54 二号线陆家嘴站下行0214#车，下行方向第3节第3扇车门故障。龙-2001755 回库检查01093,5#车门，车门关门时有卡滞现象，进一步检查发现5#车门左侧门页下方内槽内有异物（话梅核），取出异物后测试开关门正常，测量车门各尺寸均正常，开关门20次均正常，车况正常。"
AC17B-0283,工作令号:二日-2023-7-21 024771，司机室设备柜门锁坏。,024771，司机室设备柜门锁坏。龙-2001759 更换司机室设备柜门锁后测试正常。 备件为255#拆车件
02A05-02099,工作令号:二日2023-7-28 2099#026571司机室通道门紧急解锁触发,02099#026571司机室通道门紧急解锁触川 2000786 上车检查发现紧急解锁监视开关挡块螺丝松动导致掉落，重新紧固后正常，车况正常。
AC02-0213,工作令号:二日-2023-7-29 213# 01053 正线报01053 1门盖板掉落，司机确认盖板正常,213# 01053 正线报01053 1门盖板掉落，司机确认盖板正常 上车检查为方孔锁锁舌松动，重新安装调整后正常 流水号：2001302 北翟日四
AC08-0251,工作令号:龙均-2022-8-22 022731#，022801#司机室通道门锁挡板断裂。,022731#，022801#司机室通道门锁挡板断裂。已更换测试功能正常。（故障编号：北-2005835）（检修五班）
AC08-0251,工作令号:龙均-2022-8-22 022762#2门、10门；022792#9门盖板内铆钉断裂,022762#2门、10门；022792#9门盖板内铆钉断裂。重新安装铆钉后正常。（故障编号：北-2005837）（检修五班）
AC17B-0273,工作令号：龙均-2022-9-43 025033车10门门切除灯不亮,025033车10门门切除灯不亮。上车额对故障车门进行检查，发现门控器EDCU故障。更换后测试功能正常。（故障编号：北-3000202）（检修五班）新件旧件厂方处理 新件序号：20463/1801。旧件序号：20275/1750 服：5479927 热敏标签A级生产需要领取。 新件是全新备件
AC02-0214,工作令号:龙均-2022-9-9 01071#9门S1开关损坏,01071#9门S1开关损坏。已更换，测试功能正常。新件旧件厂方处理（故障编号：北-3000224）（检修五班）
AC02-0215,工作令号：龙均-2022-9-13 1车2门、2车3门6门、3车1门6门9门、4车3门4门8门、6车1门6门8门、7车1门、8车2门4门门槛条挡块变形。,2015#车1车2门、2车3门6门、3车1门6门9门、4车3门4门8门、6车1门6门8门、7车1门、8车2门4门门槛条挡块变形。 调整并更换4个门槛条挡块后开关门多次正常。 备件由质保提供，备件为新件。 流水号：北-3000256（日一结）
AC17B-0272,工作令号:龙均-2022-10-38 024331#司机室逃生门限位开关坏,024331#司机室逃生门限位开关坏，申长检查逃生门限位，逃生门回库正常，浦镇检查车门回路正常，现申长重新调整逃生门限位开关并重启后正常。 （故障编号：北-300274） 北翟日三
AC02-0216,工作令号:龙均-2022-10-5 01241#司机室副驾驶移门右上角龟裂,01241#司机室副驾驶移门右上角龟裂。 裂纹未贯穿，打磨后正常。 （故障编号：北-3000342）
AC02-0213,工作令号：龙均-2022-10-10 01033#5门黄灯不亮,01033#5门黄灯不亮。更换车门黄灯后测试功能正常。新件备件仓库领取。故障编号：北-3000440（检修五班） 汉高百得万能胶生产需要领取。
AC17B-0273,工作令号:龙均-2022-11-42 024371#，024401#通道门锁盖板断裂。,024371#，024401#通道门锁盖板断裂。已更换，测试功能正常。（故障编号：北-3000588）（检修五班） 止轮器领取后交由生产使用。
AC02-0213,工作令号:龙均-2022-11-12 01042#5门，9门；01053#4门，8门车门红灯不亮。,01042#5门，9门；01053#4门，8门车门红灯不亮。已更换，测试功能正常。（故障编号：北-3000612）（检修五班）
AC02-0213,工作令号:龙均-2022-11-12 01011#副驾驶移门打开不畅,01011#副驾驶移门打开不畅。 调整门锁并重新安装定位销后正常。多次开关门正常。 （故障编号：北-3000614）
AC08-0251,工作令号:龙均-2022-12-16 022731#，022801#通道门锁盖板断裂。,022731#，022801#通道门锁盖板断裂。已更换，测试功能正常。（故障编号：北-5573535）（检修五班）
AC02-0214,工作令号：龙均-2022-12-9 01121#5门、7门黄灯不亮,01121#5门、7门黄灯不亮。已更换，测试功能正常。材料备件仓库领取。故障编号：北-3000762（检修五班） 全天候尼龙扎带生产需要领取。
AC17A-0267,工作令号：龙均-2023-1-28 024011#，024081#司机室通道门门锁挡板断裂。,024011#，024081#司机室通道门门锁挡板断裂。已更换，测试功能正常。（故障编号：北-3000838）（检修五班）
AC17B-0273,工作令号：龙均-2023-2-40 024382车7门EDCU坏,024382车7门EDCU坏。更换EDCU后，测试功能正常。新件旧件厂方处理。（故障编号：北-3001243）（检修五班） 新件：13701/1005 旧件：13612/1005（服：5686452）
AC17B-0273,工作令号:龙均-2023-3-39 024371#5门，6门；024392#3门，4门，5门车门锁止滚轮止档橡胶缺失。,024371#5门，6门；024392#3门，4门，5门车门锁止滚轮止档橡胶缺失。已更换共5块，测试功能正常。新件旧件厂方处理（故障编号：北-3001090）（检修五班）
AC02-0215,工作令号:龙均-2023-3-12 01173#3门钢丝绳断股,01173#3门钢丝绳断股。已更换，测试功能正常。新件旧件厂方处理（故障编号：北-3001017）（检修五班）
AC17A-0267,工作令号：龙均-2023-4-22 024011#、024081#司机室通道门门锁挡板断裂,024011#、024081#司机室通道门门锁挡板断裂。已更换，测试功能正常。备件仓库领取。（故障编号：北-2007179）（检修五班）
AC17B-0273,工作令号:龙均-2023-4-38 024371#，024401#司机室通道门锁挡板断裂。,024371#，024401#司机室通道门锁挡板断裂。已更换2个，测试功能正常。（故障编号：北-2005937）（检修五班）
AC17A-0268,工作令号：龙均-2023-4-32 024091#，024161#通道门锁挡板断裂。,024091#，024161#通道门锁挡板断裂。已更换通道门门锁挡板2个，测试功能正常。（故障编号：北-2005954）（检修五班）
AC17A-0268,工作令号:龙均-2023-4-32 024161#司机室左侧门铰链螺丝松动,024161#司机室左侧门铰链螺丝松动。重新紧固后测试功能正常。（故障编号：北-2005960）（检修五班）
AC08-0253,工作令号:龙均-2023-4-81 022891#，022961#司机室通道门锁挡板断裂。,022891#，022961#司机室通道门锁挡板断裂。已更换解锁盖板2个，测试功能正常。（故障编号：北-2005975）（检修五班）
AC02-0215,工作令号：龙均-2023-4-12 01142车三门车门黄灯不亮；01153车九门车门黄灯不亮,01142车3门车门黄灯不亮；01153车9门车门黄灯不亮。更换LED门控指示灯（黄）2个测试功能正常。（故障编号：北-3001254）（检修五班）
AC02-0214,工作令号:龙均-2023-4-9 01071#8门、01642#3门s1开关无法触发,01071#8门、01642#3门s1开关无法触发。更换S1限位开关（2个）后测试功能正常。新件旧件厂方处理。故障编号：北-3001271（检修五班）
AC02-0216,工作令号：龙均-2023-5-4 01222#车4门关门红灯不亮,01222#车4门关门红灯不亮。已更换LED门控指示灯（红）1个，重新检查确认功能正常。（故障编号：北-3001342）（检修五班）
AC17A-0267,工作令号:龙均-2023-5-21 024011#，024081#司机室通道门锁挡板断裂。,024011#，024081#司机室通道门锁挡板断裂。已更换通道门门琐挡板2个，测试功能正常。（故障编号：北-3001352）（检修五班） 数据线领取后交由生产使用。
AC17A-0267,工作令号：龙均-2023-5-21 024032#2门外侧黄灯不亮,024032#2门外侧黄灯不亮。检查发现为EDCU故障，更换电子门控装置1个后测试功能正常。新件序号：13915/1012。旧件序号：14346/1012。新件旧件厂方处理 （故障编号：北-3001354）（检修五班） 新件序号：13915/1012 旧件序号：14346/1012(服：5839937)
AC17A-0267,工作令号：龙均-2023-5-21 024032#3门道轨缺失一个滚珠,024032#3门道轨缺失一个滚珠。已修复，测试功能正常。新件旧件厂方处理。故障编号：北-3001355（检修五班）
02A05-02115,工作令号：龙均-2023-5-71 027873#2门对中度尺寸超标,027873#2门对中度尺寸超标。已修复，测试功能正常。故障编号：北-3001426（检修五班）
AC17B-0273,工作令号:龙均-2023-5-37 024371#，024401#通道门锁盖板断裂。,024371#，024401#通道门锁盖板断裂。已更换通道门门锁挡板2个，测试功能正常。（故障编号：北-3001472）（检修五班） 02A04型列车动态地图贴纸与联轴节螺栓生产需要领取。
AC17B-0273,工作令号:龙均-2023-5-37 025013#2门外紧急解锁功能失效,025013#2门外紧急解锁功能失效。已修复，测试功能正常。（故障编号：北-3001476）（检修五班）
AC02-0214,工作令号:龙均-2023-5-11 01102#4门5门钢丝绳间隙尺寸超标,01102#4门5门钢丝绳间隙尺寸超标。已修复，测试功能正常。（故障编号：北-3001520）（检修五班）
AC02-0215,工作令号：龙均-2023-5-12 01173#8门黄灯不亮,01173#8门黄灯不亮。更换LED门控指示灯（黄）后测试功能正常。故障编号：北-3001536（检修五班）
AC02-0215,工作令号:龙均-2023-5-12 01142#2门4门紧急拉手面板断裂；01682#7门紧急拉手面板缺失。,01142#2门4门紧急拉手面板断裂；01682#7门紧急拉手面板缺失。已更换紧急拉手面板3个，测试功能正常。（故障编号：北-3001537）（检修五班）
AC17A-0268,工作令号:龙均-2023-5-31 024112#5门，8门门页指示灯损坏,024112#5门，8门门页指示灯损坏。已更换防水110V黄色门灯2个，测试功能正常。（故障编号：北-3001570）（检修五班） 开口销领取后交于生产。
AC17A-0268,工作令号:龙均-2023-5-31 024091#，024161#通道门锁挡板断裂。,024091#，024161#通道门锁挡板断裂。已更换通道门门锁挡板2个，测试功能正常。（故障编号：北-3001569）（检修五班）
AC17A-0267,工作令号:龙均-2023-6-21 024043#3门锁止滚轮橡胶止档缺失,024043#3门锁止滚轮橡胶止档缺失。已更换缓冲橡胶止档1个测试功能正常。新件旧件厂方处理（故障编号：北-3001669）（检修五班）
AC17B-0273,工作令号:龙均-2023-6-38 024401#8门切除时红灯不亮,024401#8门切除时红灯不亮。上车检查发现为接线端子处线头松动，重新接线后测试功能正常。（故障编号：北-3001733）（检修五班）
AC17B-0273,工作令号:龙均-2023-6-38 025013#9门V字型尺寸超标,025013#9门V字型尺寸超标。已调整V字型尺寸，测试功能正常。（故障编号：北-3001736）（检修五班）
AC02-0214,工作令号：龙均-2023-6-11 01102#2门、01113#4门开门黄灯不亮,01102#、01113#开门黄灯不亮。已更换，测试功能正常。（故障编号：北-3001811）（检修五班）
AC17A-0268,工作令号:龙均-2023-6-32 024091#，024161#司机室通道门门锁挡板断裂。,024091#，024161#司机室通道门门锁挡板断裂。已更换通道门门锁挡板2个，测试功能正常。（故障编号：北-2001459）（检修五班）
AC17A-0267,工作令号：龙均-2023-7-20 024011#、024081#司机室通道门锁挡板断裂,024011#，024081#司机室通道门锁挡板断裂。已更换通道门门锁挡板2个，测试功能正常。（故障编号：北-2001581）（检修五班）
02A05-02111,工作令号:龙均-2023-7-68 027601#9门V字型尺寸超标,027601#9门V字型尺寸超标。重新调整该门V字尺寸，测试功能正常。（故障编号：北-2001639）（检修五班）
02A05-02114,工作令号:龙均-2023-7-74 027841#1门对中性尺寸超标,027841#1门对中性尺寸超标。重新调整后，测试功能正常。（故障编号：北-2001673）（检修五班）
AC02-0214,工作令号：龙均-2023-7-11 01071#车3门开关门有异声,01071#车3门开关门有异声，更换导向轮后，重新检查确认功能正常。新件旧件厂方处理（故障编号：北-2001242）（检修五班）
AC02-0214,工作令号：龙均-2023-7-11 01071#车5门手动拉门紧,01071#车5门手动拉门紧。检查后发现外门槛条间隙偏小，调整外门槛条间隙以后，车门尺寸正常，手动拉门良好，重新检查确认功能正常。（故障编号：北-2001243）（检修五班）
AC02-0215,工作令号：龙均-2023-7-13 01153#二门开关门有异响,01153#二门开关门有异响。更换钢丝绳滚轮后测试功能正常。新件旧件厂方处理。故障编号：北-2001270（检修五班）
AC02-0215,工作令号：龙均-2023-7-13 01693#5门开门止挡损坏,01693#5门开门止挡损坏。更换开门止挡后测试功能正常。新件旧件厂方处理。故障编号：北-2001271（检修五班）
AC08-0246,工作令号:龙均-2022-8-20 02046#022353 4门切除门时，发现门内指示灯（黄灯）不亮,工作令号:龙均-2022-8-20 02046#022353 4门切除门时，发现门内指示灯（黄灯）不亮。 上车发现022353 4门门控指示灯线皮破损，更换线后显示正常。 故障单编号：北-2005808 （北翟日四闭）
AC02-0210,工作令号:龙均-2022-8-10 02010#01533 9门 00653 7门开门无缓冲,工作令号:龙均-2022-8-10 02010#01533 9门 00653 7门开门无缓冲。更换01533 9门，00653 7门大气缸后，开关门20次后，正常。（备件厂方提供处理） 故障单编号：北-3000013 （检六）
AC17B-0279,工作令号:龙均-2022-8-45 02079# 024632 7门红色指示灯常亮,工作令号:龙均-2022-8-45 02079# 024632 7门红色指示灯常亮。检查EDCU故障，更换EDCU后正常。（备件由北车提供处理）（备件为返修件）旧件序列号：20586/1915（服：5444299） 新件序列号：20499/1915（服：5444296） 故障单编号：北-3000023 检六
AC08-0246,工作令号:龙均-2022-9-20 02046#022353 3门客室车门切除黄灯不亮,工作令号:龙均-2022-9-20 02046#022353 3门客室车门切除黄灯不亮，更换EDCU后测试黄灯功能正常，开关门正常。（备件厂方提供处理）（备件为返修件） 新件序列号：689/0737 （服：5025593） 旧件序列号：691/0737（服：5466553） 故障单编号：北-3000125 （检六）
02A05-02087,工作令号:龙均-2022-10-55 02087#025611司机室通道门门锁松动，无法紧固,工作令号:龙均-2022-10-55 02087#025611司机室通道门门锁松动，无法紧固。司机室通道门门锁拆下来重新拉螺母攻丝，已紧固后，正常。 故障单编号：北-3000315 （检六）
AC08-0246,工作令号:龙均-2022-10-20 02046# 022353 3门切除门时黄灯不亮,工作令号:龙均-2022-10-20 02046# 022353 3门切除门时黄灯不亮。更换3门EDCU后正常，开关门正常。旧件序列号：114/0710（服：5513560） 新件序列号：211/0804（服：4980846）（备件厂方提供处理）（备件为返修件） 故障单编号：北-3000322 检六
02A05-02104,工作令号:龙均-2022-10-76 02104#026971 司机室通道门紧急解锁装置无法打开,工作令号:龙均-2022-10-76 02104#026971 司机室通道门紧急解锁装置无法打开。调整锁舌后测试功能正常。 故障单编号：北-3000412 检六
AC08-0245,工作令号：龙均-2022-10-27 02045# 022273 1门车门无法切除,工作令号：龙均-2022-10-27 02045# 022273 1门车门无法切除。调整锁舌间隙，然后测试功能正常。 故障单编号：北-3000434 检六
AC02-0211,工作令号:龙均-2022-12-4 02011#00721 司机室通道门紧急解锁无法打开,工作令号:龙均-2022-12-4 02011#00721 司机室通道门紧急解锁无法打开。调整锁扣距离后测试功能正常。 故障单编号：北-3000679 检六
02A05-02104,工作令号:龙均-2022-12-68 02104#026971 逃生门尼龙带断,工作令号:龙均-2022-12-68 02104#026971 逃生门尼龙带断。尼龙带修理，安装调试正常，测试逃生门功能正常。 故障单编号：北-3000722 检六
AC02-0211,工作令号：龙均-2023-1-4 02011# 00682 2门门钢丝绳断股,工作令号：龙均-2023-1-4 02011# 00682 2门门钢丝绳断股。更换00682 2门钢丝绳后，开关门多次正常。（备件申长提供处理）（备件为新件）（备件有合格证明） 故障单编号：北-3000820 检六
AC02-0211,工作令号：龙均-2023-1-4 02011# 00693 6门门驱动气缸漏气,工作令号：龙均-2023-1-4 02011# 00693 6门门驱动气缸漏气。更换00693 6门驱动大气缸后开关门多次正常。（备件申长提供处理）（备件拆0209# 00551车2门）（备件有合格证明） 故障单编号：北-3000819 检六
AC02-0210,工作令号:龙均-2023-1-7 02010#00661 司机室贯通道门松动,工作令号:龙均-2023-1-7 02010#00661 司机室贯通道门松动。重新更换司机室贯通道门后正常。（备件由北车提供处理）（备件拆借0209# 车00601） 故障单编号：北-3000860 检六
AC08-0247,工作令号：龙均-2023-1-21 02047# 022453 1门门控器输出点（即门故障信号）烧毁,工作令号：龙均-2023-1-21 02047# 022453 1门门控器输出点（即门故障信号）烧毁。更换022453 1门门控器，更换后测试开关门，门功能正常。旧件序列号：21061/2236 (服：5648922) 新件序列号：918/0743（备件由厂方提供处理）（备件为返修件，备件有返修证明，有合格证明） 故障单编号：北-3000892 检六
AC02-0211,工作令号：龙均-2023-2-4 02011# 01573 10门大气缸接头漏气,工作令号：龙均-2023-2-4 02011# 01573 10门大气缸接头漏气。紧固大气缸接头后测试正常。 故障单编号：北-3000964 检六
